"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"17-May-2022","EQ","1,195.80","1,210.00","1,183.15","1,189.05","1,197.55","1,198.20","1,193.16","1,838.00","943.00","4,434,968","5,291,614,042.75","130,184"
"16-May-2022","EQ","1,190.00","1,221.00","1,156.95","1,202.85","1,190.00","1,189.05","1,192.45","1,838.00","943.00","3,474,480","4,143,149,904.15","118,968"
"13-May-2022","EQ","1,228.00","1,234.55","1,195.00","1,212.80","1,201.00","1,202.85","1,216.21","1,838.00","941.40","1,892,084","2,301,162,379.50","81,717"
"12-May-2022","EQ","1,209.00","1,232.85","1,197.05","1,224.45","1,217.85","1,212.80","1,217.94","1,838.00","941.40","3,110,220","3,788,076,496.45","141,910"
"11-May-2022","EQ","1,243.00","1,265.65","1,207.30","1,242.30","1,228.90","1,224.45","1,232.74","1,838.00","941.40","3,244,609","3,999,757,576.65","116,543"
"10-May-2022","EQ","1,255.00","1,271.45","1,235.00","1,261.15","1,243.00","1,242.30","1,254.20","1,838.00","941.40","2,852,416","3,577,510,784.85","128,625"
"09-May-2022","EQ","1,280.00","1,280.00","1,210.00","1,290.75","1,259.10","1,261.15","1,252.24","1,838.00","941.40","5,712,061","7,152,879,053.05","170,725"
"06-May-2022","EQ","1,239.70","1,299.00","1,228.70","1,263.35","1,296.95","1,290.75","1,267.80","1,838.00","941.40","5,745,203","7,283,777,659.95","168,953"
"05-May-2022","EQ","1,232.85","1,266.10","1,222.15","1,212.80","1,264.00","1,263.35","1,255.64","1,838.00","941.40","3,563,713","4,474,750,462.50","112,893"
"04-May-2022","EQ","1,232.45","1,243.95","1,200.00","1,231.20","1,210.70","1,212.80","1,220.98","1,838.00","941.40","2,797,667","3,415,901,795.05","87,543"
"02-May-2022","EQ","1,240.00","1,249.00","1,224.20","1,259.00","1,232.45","1,231.20","1,231.51","1,838.00","941.40","2,149,957","2,647,685,838.05","80,654"
"29-Apr-2022","EQ","1,284.00","1,284.80","1,248.35","1,271.30","1,254.65","1,259.00","1,262.46","1,838.00","937.00","3,811,317","4,811,629,154.70","118,744"
"28-Apr-2022","EQ","1,273.80","1,284.40","1,250.20","1,261.25","1,271.55","1,271.30","1,267.13","1,838.00","937.00","2,576,887","3,265,240,295.85","85,096"
"27-Apr-2022","EQ","1,267.75","1,274.50","1,246.25","1,275.45","1,264.95","1,261.25","1,260.18","1,838.00","937.00","2,382,463","3,002,332,047.35","84,599"
"26-Apr-2022","EQ","1,281.40","1,285.70","1,265.00","1,270.40","1,276.60","1,275.45","1,274.23","1,838.00","937.00","2,568,317","3,272,625,053.20","102,339"
"25-Apr-2022","EQ","1,295.00","1,297.95","1,262.60","1,306.50","1,274.00","1,270.40","1,272.38","1,838.00","937.00","2,686,619","3,418,400,665.95","107,540"
"22-Apr-2022","EQ","1,305.00","1,324.00","1,292.85","1,312.70","1,305.00","1,306.50","1,309.42","1,838.00","937.00","1,954,666","2,559,476,978.00","80,841"
"21-Apr-2022","EQ","1,313.90","1,319.00","1,297.45","1,309.20","1,314.50","1,312.70","1,310.02","1,838.00","937.00","3,728,173","4,883,989,093.65","108,850"
"20-Apr-2022","EQ","1,305.40","1,320.95","1,295.75","1,301.20","1,309.00","1,309.20","1,309.92","1,838.00","937.00","3,025,261","3,962,836,579.15","126,945"
"19-Apr-2022","EQ","1,361.85","1,361.85","1,285.65","1,344.55","1,294.95","1,301.20","1,324.55","1,838.00","937.00","2,677,360","3,546,306,887.05","118,987"
"18-Apr-2022","EQ","1,390.00","1,390.00","1,330.20","1,410.45","1,347.90","1,344.55","1,343.01","1,838.00","937.00","3,968,044","5,329,136,352.10","179,087"
"13-Apr-2022","EQ","1,418.10","1,428.70","1,403.40","1,415.00","1,409.45","1,410.45","1,415.41","1,838.00","937.00","1,430,399","2,024,600,389.10","66,301"
"12-Apr-2022","EQ","1,436.35","1,441.60","1,406.45","1,449.20","1,417.00","1,415.00","1,422.88","1,838.00","937.00","2,021,088","2,875,769,892.40","112,106"
"11-Apr-2022","EQ","1,455.95","1,462.35","1,435.65","1,448.75","1,445.25","1,449.20","1,446.34","1,838.00","937.00","3,268,704","4,727,672,284.90","139,879"
"08-Apr-2022","EQ","1,475.00","1,483.40","1,440.00","1,468.55","1,451.00","1,448.75","1,453.55","1,838.00","937.00","5,402,943","7,853,459,412.55","97,621"
"07-Apr-2022","EQ","1,454.00","1,474.65","1,450.70","1,459.35","1,471.00","1,468.55","1,465.02","1,838.00","937.00","3,336,784","4,888,450,394.35","77,638"
"06-Apr-2022","EQ","1,482.00","1,482.00","1,454.00","1,489.05","1,459.90","1,459.35","1,461.73","1,838.00","937.00","2,627,895","3,841,263,839.35","115,977"
"05-Apr-2022","EQ","1,508.00","1,522.50","1,480.00","1,498.65","1,485.50","1,489.05","1,501.26","1,838.00","937.00","3,207,223","4,814,870,245.60","112,246"
"04-Apr-2022","EQ","1,487.10","1,504.30","1,483.65","1,487.10","1,497.30","1,498.65","1,497.36","1,838.00","937.00","1,675,276","2,508,487,798.20","60,967"
"01-Apr-2022","EQ","1,499.00","1,502.65","1,475.45","1,499.45","1,489.00","1,487.10","1,487.32","1,838.00","937.00","2,537,230","3,773,671,785.75","85,446"
"31-Mar-2022","EQ","1,496.30","1,509.60","1,487.20","1,496.30","1,500.00","1,499.45","1,500.82","1,838.00","937.00","2,036,984","3,057,153,109.05","71,167"
"30-Mar-2022","EQ","1,534.30","1,534.30","1,485.00","1,522.35","1,494.85","1,496.30","1,495.77","1,838.00","937.00","3,792,481","5,672,670,088.05","133,600"
"29-Mar-2022","EQ","1,537.00","1,539.55","1,519.10","1,524.45","1,523.50","1,522.35","1,525.27","1,838.00","937.00","2,311,150","3,525,127,910.65","52,532"
"28-Mar-2022","EQ","1,534.00","1,538.95","1,516.55","1,530.55","1,525.40","1,524.45","1,524.36","1,838.00","937.00","1,928,306","2,939,432,282.40","59,033"
"25-Mar-2022","EQ","1,571.00","1,574.95","1,522.40","1,568.55","1,533.50","1,530.55","1,544.17","1,838.00","937.00","1,755,511","2,710,810,524.20","69,625"
"24-Mar-2022","EQ","1,530.15","1,571.95","1,530.15","1,542.15","1,562.35","1,568.55","1,558.79","1,838.00","937.00","2,085,571","3,250,969,837.75","61,356"
"23-Mar-2022","EQ","1,550.00","1,561.70","1,529.20","1,538.20","1,540.50","1,542.15","1,546.62","1,838.00","937.00","3,741,783","5,787,125,581.20","100,084"
"22-Mar-2022","EQ","1,486.90","1,543.95","1,475.05","1,479.80","1,541.75","1,538.20","1,513.32","1,838.00","937.00","3,030,660","4,586,370,892.70","109,226"
"21-Mar-2022","EQ","1,495.00","1,520.00","1,476.20","1,493.50","1,480.95","1,479.80","1,497.61","1,838.00","937.00","2,110,200","3,160,266,316.95","80,191"
"17-Mar-2022","EQ","1,505.00","1,509.95","1,487.00","1,489.90","1,496.50","1,493.50","1,498.22","1,838.00","937.00","2,346,185","3,515,090,161.50","86,957"
"16-Mar-2022","EQ","1,475.20","1,494.50","1,468.40","1,458.60","1,488.40","1,489.90","1,481.23","1,838.00","937.00","1,453,944","2,153,632,678.85","60,694"
"15-Mar-2022","EQ","1,514.00","1,515.00","1,448.00","1,503.00","1,455.95","1,458.60","1,479.87","1,838.00","937.00","2,188,506","3,238,704,369.25","99,677"
"14-Mar-2022","EQ","1,487.00","1,508.90","1,487.00","1,486.80","1,502.95","1,503.00","1,500.90","1,838.00","937.00","1,372,791","2,060,428,526.75","63,996"
"11-Mar-2022","EQ","1,476.00","1,491.85","1,472.50","1,485.35","1,488.00","1,486.80","1,484.98","1,838.00","937.00","1,116,432","1,657,878,971.00","58,999"
"10-Mar-2022","EQ","1,525.00","1,525.95","1,474.50","1,504.75","1,482.85","1,485.35","1,494.38","1,838.00","937.00","2,835,942","4,237,981,522.80","110,879"
"09-Mar-2022","EQ","1,461.95","1,511.00","1,461.95","1,461.95","1,505.80","1,504.75","1,500.35","1,838.00","937.00","3,667,977","5,503,236,928.85","132,068"
"08-Mar-2022","EQ","1,420.00","1,466.90","1,420.00","1,424.10","1,465.00","1,461.95","1,455.67","1,838.00","937.00","2,365,949","3,444,035,425.70","114,210"
"07-Mar-2022","EQ","1,428.00","1,464.00","1,411.05","1,453.60","1,426.00","1,424.10","1,437.15","1,838.00","937.00","3,341,715","4,802,561,844.45","164,686"
"04-Mar-2022","EQ","1,415.00","1,460.00","1,398.50","1,426.65","1,454.95","1,453.60","1,442.73","1,838.00","926.35","3,567,738","5,147,290,549.65","118,235"
"03-Mar-2022","EQ","1,409.80","1,443.60","1,405.15","1,394.35","1,429.60","1,426.65","1,430.04","1,838.00","926.35","2,730,530","3,904,770,034.20","117,523"
"02-Mar-2022","EQ","1,400.00","1,420.70","1,382.75","1,410.00","1,394.00","1,394.35","1,398.08","1,838.00","926.35","2,160,190","3,020,111,604.70","114,239"
"28-Feb-2022","EQ","1,380.00","1,419.85","1,363.25","1,389.70","1,409.00","1,410.00","1,406.69","1,838.00","926.35","4,983,140","7,009,752,719.15","114,004"
"25-Feb-2022","EQ","1,355.00","1,400.00","1,350.10","1,333.00","1,392.00","1,389.70","1,386.03","1,838.00","915.00","1,885,454","2,613,294,575.05","114,313"
"24-Feb-2022","EQ","1,370.50","1,400.00","1,330.00","1,413.30","1,334.75","1,333.00","1,348.65","1,838.00","915.00","4,108,603","5,541,063,422.35","199,589"
"23-Feb-2022","EQ","1,422.00","1,424.95","1,409.20","1,412.55","1,412.90","1,413.30","1,417.15","1,838.00","915.00","1,319,711","1,870,231,526.80","65,619"
"22-Feb-2022","EQ","1,380.50","1,420.70","1,375.00","1,418.20","1,415.00","1,412.55","1,399.94","1,838.00","915.00","2,111,878","2,956,492,187.40","84,451"
"21-Feb-2022","EQ","1,427.15","1,440.00","1,410.10","1,437.95","1,417.75","1,418.20","1,424.96","1,838.00","915.00","2,109,461","3,005,888,666.80","99,968"
"18-Feb-2022","EQ","1,438.45","1,445.00","1,417.10","1,447.55","1,434.55","1,437.95","1,437.38","1,838.00","915.00","2,374,188","3,412,606,432.35","138,709"
"17-Feb-2022","EQ","1,461.45","1,461.45","1,440.25","1,444.00","1,444.10","1,447.55","1,450.86","1,838.00","915.00","1,669,669","2,422,458,367.25","72,570"
"16-Feb-2022","EQ","1,450.50","1,463.95","1,428.85","1,439.65","1,440.40","1,444.00","1,447.05","1,838.00","915.00","2,164,650","3,132,354,943.80","83,868"
"15-Feb-2022","EQ","1,404.05","1,442.60","1,395.05","1,390.15","1,441.00","1,439.65","1,419.64","1,838.00","915.00","1,955,525","2,776,143,436.65","101,977"
"14-Feb-2022","EQ","1,390.00","1,418.80","1,371.00","1,424.90","1,386.85","1,390.15","1,399.57","1,838.00","915.00","2,149,302","3,008,095,388.55","115,248"
"11-Feb-2022","EQ","1,449.85","1,449.95","1,421.00","1,468.50","1,423.65","1,424.90","1,428.64","1,838.00","915.00","2,426,039","3,465,942,261.70","130,837"
"10-Feb-2022","EQ","1,465.00","1,472.00","1,450.30","1,454.80","1,468.50","1,468.50","1,463.61","1,838.00","915.00","1,850,405","2,708,266,906.85","119,114"
"09-Feb-2022","EQ","1,440.05","1,470.95","1,440.05","1,434.20","1,457.00","1,454.80","1,456.45","1,838.00","915.00","2,282,701","3,324,645,567.45","79,469"
"08-Feb-2022","EQ","1,446.50","1,456.15","1,420.20","1,444.30","1,431.50","1,434.20","1,437.63","1,838.00","915.00","1,981,111","2,848,104,141.90","82,074"
"07-Feb-2022","EQ","1,450.00","1,465.75","1,434.00","1,448.20","1,441.00","1,444.30","1,450.20","1,838.00","915.00","2,741,520","3,975,765,759.25","81,890"
"04-Feb-2022","EQ","1,464.00","1,464.95","1,435.00","1,454.30","1,448.00","1,448.20","1,452.59","1,838.00","915.00","2,406,272","3,495,330,383.80","101,406"
"03-Feb-2022","EQ","1,478.90","1,479.80","1,449.10","1,482.95","1,453.00","1,454.30","1,464.05","1,838.00","915.00","2,433,692","3,563,044,454.15","119,685"
"02-Feb-2022","EQ","1,479.90","1,490.00","1,443.00","1,505.75","1,485.05","1,482.95","1,463.89","1,838.00","915.00","9,031,146","13,220,638,630.10","259,936"
"01-Feb-2022","EQ","1,504.00","1,514.95","1,475.00","1,479.00","1,514.00","1,505.75","1,493.47","1,838.00","915.00","2,542,754","3,797,535,434.20","99,850"
"31-Jan-2022","EQ","1,437.00","1,487.60","1,431.50","1,410.65","1,482.95","1,479.00","1,472.76","1,838.00","915.00","4,406,035","6,489,044,393.65","147,068"
"28-Jan-2022","EQ","1,446.00","1,482.90","1,406.25","1,445.60","1,409.00","1,410.65","1,450.73","1,838.00","915.00","7,080,683","10,272,174,601.75","185,979"
"27-Jan-2022","EQ","1,484.50","1,484.50","1,430.00","1,500.60","1,447.00","1,445.60","1,453.87","1,838.00","915.00","4,434,890","6,447,768,415.75","232,713"
"25-Jan-2022","EQ","1,499.00","1,527.65","1,465.00","1,513.15","1,500.00","1,500.60","1,498.59","1,838.00","915.00","3,910,618","5,860,416,831.65","184,995"
"24-Jan-2022","EQ","1,588.00","1,588.00","1,501.95","1,593.55","1,505.30","1,513.15","1,526.46","1,838.00","915.00","3,250,275","4,961,429,960.45","173,515"
"21-Jan-2022","EQ","1,650.00","1,653.00","1,588.85","1,666.90","1,590.00","1,593.55","1,612.06","1,838.00","915.00","4,079,190","6,575,894,179.40","173,481"
"20-Jan-2022","EQ","1,670.10","1,673.20","1,643.55","1,670.10","1,668.90","1,666.90","1,657.03","1,838.00","915.00","2,440,011","4,043,165,519.85","135,359"
"19-Jan-2022","EQ","1,663.10","1,676.60","1,627.55","1,660.75","1,671.35","1,670.10","1,648.27","1,838.00","915.00","2,610,709","4,303,141,869.25","108,739"
"18-Jan-2022","EQ","1,740.00","1,746.55","1,650.05","1,722.40","1,662.50","1,660.75","1,687.59","1,838.00","915.00","4,878,369","8,232,705,980.35","217,885"
"17-Jan-2022","EQ","1,732.95","1,751.00","1,720.00","1,737.75","1,720.50","1,722.40","1,733.30","1,838.00","915.00","2,522,806","4,372,791,730.10","70,952"
"14-Jan-2022","EQ","1,714.50","1,746.80","1,696.50","1,718.80","1,736.40","1,737.75","1,721.11","1,838.00","915.00","1,889,385","3,251,839,877.90","80,148"
"13-Jan-2022","EQ","1,730.00","1,748.90","1,701.80","1,730.45","1,722.65","1,718.80","1,724.47","1,838.00","915.00","2,768,371","4,773,977,882.15","115,281"
"12-Jan-2022","EQ","1,754.00","1,755.00","1,721.00","1,737.15","1,723.10","1,730.45","1,732.20","1,838.00","915.00","3,013,194","5,219,441,935.90","125,704"
"11-Jan-2022","EQ","1,705.00","1,745.00","1,705.00","1,716.00","1,744.50","1,737.15","1,730.61","1,838.00","915.00","2,704,832","4,681,012,308.00","124,095"
"10-Jan-2022","EQ","1,719.00","1,725.00","1,687.50","1,703.85","1,719.00","1,716.00","1,711.75","1,838.00","915.00","2,330,348","3,988,982,639.10","88,045"
"07-Jan-2022","EQ","1,702.00","1,724.55","1,695.10","1,692.10","1,704.95","1,703.85","1,707.99","1,838.00","915.00","2,103,362","3,592,513,287.65","59,360"
"06-Jan-2022","EQ","1,725.00","1,728.85","1,690.00","1,737.55","1,694.00","1,692.10","1,701.19","1,838.00","915.00","4,290,750","7,299,389,973.95","147,338"
"05-Jan-2022","EQ","1,779.95","1,782.95","1,733.00","1,789.80","1,739.00","1,737.55","1,744.57","1,838.00","915.00","3,138,050","5,474,553,213.25","120,760"
"04-Jan-2022","EQ","1,793.00","1,803.80","1,767.00","1,784.80","1,783.00","1,789.80","1,785.35","1,838.00","915.00","2,701,533","4,823,179,259.15","118,929"
"03-Jan-2022","EQ","1,795.05","1,818.00","1,783.00","1,790.55","1,783.15","1,784.80","1,794.14","1,838.00","915.00","1,779,147","3,192,043,065.75","90,873"
"31-Dec-2021","EQ","1,800.20","1,813.00","1,783.45","1,799.95","1,791.95","1,790.55","1,791.58","1,838.00","915.00","2,378,048","4,260,467,396.30","80,106"
"30-Dec-2021","EQ","1,787.00","1,838.00","1,786.00","1,786.85","1,799.65","1,799.95","1,811.95","1,838.00","915.00","4,650,594","8,426,662,853.85","124,272"
"29-Dec-2021","EQ","1,800.50","1,821.00","1,782.75","1,806.10","1,787.00","1,786.85","1,801.24","1,823.00","915.00","1,902,921","3,427,614,182.20","74,222"
"28-Dec-2021","EQ","1,785.00","1,823.00","1,776.10","1,785.00","1,803.95","1,806.10","1,805.22","1,823.00","915.00","3,605,483","6,508,695,552.00","127,953"
"27-Dec-2021","EQ","1,724.50","1,792.00","1,703.65","1,723.80","1,783.05","1,785.00","1,759.55","1,792.00","915.00","4,512,000","7,939,073,940.35","178,098"
"24-Dec-2021","EQ","1,683.35","1,735.20","1,680.35","1,683.80","1,724.00","1,723.80","1,709.44","1,735.20","890.00","3,343,946","5,716,280,176.20","97,407"
"23-Dec-2021","EQ","1,670.00","1,691.10","1,664.15","1,659.75","1,681.10","1,683.80","1,681.01","1,691.10","890.00","1,715,034","2,882,986,896.55","68,232"
"22-Dec-2021","EQ","1,645.00","1,661.70","1,631.75","1,632.95","1,659.50","1,659.75","1,652.80","1,675.00","890.00","1,656,110","2,737,218,541.15","69,891"
"21-Dec-2021","EQ","1,605.50","1,655.30","1,605.50","1,598.05","1,635.00","1,632.95","1,639.42","1,675.00","890.00","2,237,445","3,668,112,566.15","102,502"
"20-Dec-2021","EQ","1,635.00","1,638.35","1,576.60","1,642.85","1,602.20","1,598.05","1,601.82","1,675.00","890.00","2,233,189","3,577,160,705.40","91,651"
"17-Dec-2021","EQ","1,669.20","1,675.00","1,626.90","1,652.65","1,640.15","1,642.85","1,651.31","1,675.00","890.00","3,405,084","5,622,834,056.25","103,188"
"16-Dec-2021","EQ","1,649.00","1,667.65","1,642.20","1,641.60","1,652.45","1,652.65","1,653.81","1,667.65","890.00","2,225,836","3,681,114,676.85","98,214"
"15-Dec-2021","EQ","1,639.00","1,646.30","1,615.90","1,642.70","1,637.00","1,641.60","1,634.52","1,665.00","890.00","1,622,068","2,651,309,852.85","67,674"
"14-Dec-2021","EQ","1,640.00","1,665.00","1,625.65","1,638.15","1,643.00","1,642.70","1,646.09","1,665.00","890.00","2,725,454","4,486,350,073.25","99,711"
"13-Dec-2021","EQ","1,605.00","1,655.50","1,597.45","1,602.65","1,638.60","1,638.15","1,637.49","1,655.50","890.00","3,163,063","5,179,477,649.30","104,313"
"10-Dec-2021","EQ","1,611.00","1,611.20","1,578.55","1,611.20","1,601.00","1,602.65","1,596.45","1,638.25","890.00","1,776,362","2,835,874,092.30","70,870"
"09-Dec-2021","EQ","1,593.00","1,620.00","1,585.00","1,604.80","1,615.00","1,611.20","1,601.09","1,638.25","890.00","1,947,954","3,118,842,158.75","76,222"
"08-Dec-2021","EQ","1,582.65","1,614.80","1,582.05","1,576.65","1,604.35","1,604.80","1,603.85","1,638.25","890.00","1,604,565","2,573,489,413.95","83,750"
"07-Dec-2021","EQ","1,564.00","1,581.35","1,536.00","1,551.75","1,575.00","1,576.65","1,563.58","1,638.25","890.00","1,758,254","2,749,169,699.00","84,855"
"06-Dec-2021","EQ","1,606.00","1,619.55","1,546.85","1,593.30","1,552.95","1,551.75","1,578.73","1,638.25","890.00","2,911,781","4,596,912,116.35","116,889"
"03-Dec-2021","EQ","1,625.00","1,638.25","1,589.70","1,629.65","1,598.90","1,593.30","1,611.73","1,638.25","871.65","2,400,296","3,868,636,957.30","140,283"
"02-Dec-2021","EQ","1,590.00","1,632.50","1,580.00","1,587.60","1,627.75","1,629.65","1,614.69","1,632.50","871.65","2,664,202","4,301,851,504.50","143,377"
"01-Dec-2021","EQ","1,550.00","1,594.40","1,550.00","1,541.45","1,588.00","1,587.60","1,579.10","1,630.00","871.65","2,761,193","4,360,193,081.05","123,336"
"30-Nov-2021","EQ","1,529.00","1,594.45","1,526.50","1,536.65","1,550.95","1,541.45","1,554.84","1,630.00","871.65","5,662,900","8,804,884,719.15","212,688"
"29-Nov-2021","EQ","1,515.00","1,545.50","1,479.40","1,527.40","1,535.00","1,536.65","1,526.05","1,630.00","871.65","1,995,524","3,045,265,097.00","85,562"
"26-Nov-2021","EQ","1,544.00","1,550.00","1,510.15","1,559.35","1,519.00","1,527.40","1,530.49","1,630.00","836.75","1,522,173","2,329,664,103.90","76,618"
"25-Nov-2021","EQ","1,531.00","1,564.80","1,530.05","1,538.10","1,558.35","1,559.35","1,554.00","1,630.00","836.75","1,557,493","2,420,350,662.30","60,322"
"24-Nov-2021","EQ","1,568.80","1,569.90","1,530.00","1,560.55","1,534.00","1,538.10","1,542.25","1,630.00","836.75","1,644,163","2,535,717,678.80","90,111"
"23-Nov-2021","EQ","1,522.00","1,564.45","1,506.30","1,541.30","1,557.00","1,560.55","1,547.27","1,630.00","836.75","1,823,592","2,821,595,441.80","94,443"
"22-Nov-2021","EQ","1,581.80","1,581.80","1,520.00","1,567.75","1,546.00","1,541.30","1,552.84","1,630.00","836.75","1,951,782","3,030,811,506.25","84,164"
"18-Nov-2021","EQ","1,620.20","1,624.75","1,559.50","1,618.45","1,564.90","1,567.75","1,584.73","1,630.00","820.00","2,938,804","4,657,206,220.90","105,091"
"17-Nov-2021","EQ","1,598.50","1,625.00","1,595.00","1,599.90","1,619.50","1,618.45","1,612.20","1,630.00","820.00","2,304,359","3,715,080,615.00","93,806"
"16-Nov-2021","EQ","1,585.10","1,605.00","1,576.00","1,579.15","1,599.95","1,599.90","1,593.14","1,630.00","820.00","2,864,344","4,563,297,220.55","87,500"
"15-Nov-2021","EQ","1,585.00","1,601.50","1,573.35","1,585.00","1,577.00","1,579.15","1,587.15","1,630.00","820.00","2,448,280","3,885,784,691.25","85,738"
"12-Nov-2021","EQ","1,538.50","1,589.45","1,531.30","1,521.95","1,583.70","1,585.00","1,569.77","1,630.00","812.45","3,713,868","5,829,908,834.35","121,146"
"11-Nov-2021","EQ","1,560.00","1,560.00","1,515.00","1,566.60","1,529.00","1,521.95","1,526.96","1,630.00","812.45","3,027,565","4,622,960,474.85","88,698"
